dispnum3,styear,endyear,outcome,settle,maxdur,mindur,numa,numb,a_stabb,a_styear,a_endyear,a_revstate,a_revtype1,a_revtype2,a_milex,a_milper,a_irst,a_pec,a_tpop,a_upop,a_cinc,b_stabb,b_styear,b_endyear,b_revstate,b_revtype1,b_revtype2,b_milex,b_milper,b_irst,b_pec,b_tpop,b_upop,b_cinc,war_names
1043,1973,1973,5,3,1,1,1,1,ISR,1973,1973,0,0,-9,3121718,130,120,11321,3278,1358,0.0032919,LIB,1973,1973,0,0,-9,370370,20,0,3093,2052,936,0.0006938,
1105,1973,1973,5,3,1,1,1,1,YPR,1973,1973,1,3,-9,29479,12,0,4550,1950,264,0.0003212,OMA,1973,1973,0,0,-9,119760,8,0,21,807,0,0.0001549,
1119,1973,1974,6,1,367,367,1,1,MOR,1973,1974,1,2,-9,304079.5,65,1,6352,16368.5,4453,0.0023576,SPN,1973,1974,1,2,-9,1313575.5,370,11227.5,88179.5,35041.5,12279,0.01151965,
1200,1973,1973,5,3,1,1,1,1,PAK,1973,1973,1,2,-9,469782,466,0,16730,66879,10925,0.0089288,IRQ,1973,1973,0,0,-9,658068,105,0,8342,10413,4860,0.0027432,
1342,1973,1973,5,3,1,1,1,1,POR,1973,1973,0,0,-9,678312,276,497,8336,8633,1083,0.0030673,MAW,1973,1973,0,0,-9,2929,5,0,1204,4974,168,0.000308,
1362,1973,1973,4,1,130,130,1,2,BUI,1973,1973,1,3,-9,6048,3,0,265,3545,0,0.0001805,TAZ,1973,1973,0,0,-9,55686,25,0,5822,14372,597,0.0010534,
1362,1973,1973,4,1,130,130,1,2,BUI,1973,1973,1,3,-9,6048,3,0,265,3545,0,0.0001805,RWA,1973,1973,1,3,-9,6700,4,0,1470,3992,0,0.0002287,
1367,1973,1973,5,3,1,1,1,1,UGA,1973,1973,1,1,-9,59246,12,14,2291,10810,411,0.0007143,KEN,1973,1973,0,0,-9,36000,8,0,9970,12504,931,0.0010018,
1386,1973,1973,5,3,1,1,1,1,POR,1973,1973,0,0,-9,678312,276,497,8336,8633,1083,0.0030673,GUI,1973,1973,1,2,-9,17000,17,0,2723,4057,258,0.0004026,
1397,1973,1973,5,3,157,157,2,1,SAF,1973,1973,0,0,-9,632491,40,5630,88579,24333,6128,0.0060136,ZAM,1973,1973,1,3,-9,52000,16,0,4859,4614,1223,0.0006947,
1397,1973,1973,5,3,157,157,2,1,ZIM,1973,1973,0,0,-9,76823,11,400,6720,5890,809,0.0007689,ZAM,1973,1973,1,3,-9,52000,16,0,4859,4614,1223,0.0006947,
1808,1973,1973,6,1,1,1,1,2,URU,1973,1973,1,1,-9,68571,20,12,3425,2821,1176,0.000619,ARG,1973,1973,1,1,-9,468085,160,1995,50990,25198,9852,0.0060082,
1808,1973,1973,6,1,1,1,1,2,URU,1973,1973,1,1,-9,68571,20,12,3425,2821,1176,0.000619,NOR,1973,1973,0,0,-9,607895,39,950,20712,3961,833,0.0015626,
2068,1973,1973,5,3,53,24,1,1,SOM,1973,1973,1,1,-9,16079,25,0,1411,5145,244,0.0004739,ETH,1973,1973,0,0,-9,48599,50,0,8158,26188,1288,0.0019183,
2100,1973,1973,5,3,1,1,1,1,IND,1973,1973,0,0,-9,2161844,1620,7354,164034,576419,57236,0.054161,CHN,1973,1973,1,2,-9,24500000,3250,25220,558491,891632,106090,0.1134221,
2712,1973,1973,5,3,30,1,1,1,CHN,1973,1973,1,2,-9,24500000,3250,25220,558491,891632,106090,0.1134221,MON,1973,1973,0,0,-9,53250,39,0,1481,1360,327,0.0004429,
2950,1973,1973,5,3,1,1,1,1,LIB,1973,1973,1,2,-9,370370,20,0,3093,2052,936,0.0006938,USA,1973,1973,0,0,-9,78385000,2206,136804,2490304,211909,55743,0.1588194,
3215,1973,1973,5,3,122,122,1,1,ZAM,1973,1973,1,2,-9,52000,16,0,4859,4614,1223,0.0006947,SAF,1973,1973,1,2,-9,632491,40,5630,88579,24333,6128,0.0060136,
3267,1973,1973,5,3,1,1,1,1,UGA,1973,1973,0,0,-9,59246,12,14,2291,10810,411,0.0007143,ZAM,1973,1973,0,0,-9,52000,16,0,4859,4614,1223,0.0006947,
3380,1973,1975,5,1,639,639,1,1,EGY,1973,1975,1,1,-9,3757559.667,400,353.3333333,13920.66667,36178.33333,11696.66667,0.008758,ISR,1973,1975,0,0,-9,3113824.333,161.3333333,85,11588.33333,3370,1390,0.003239867,
3437,1973,1974,2,1,206,206,1,1,SYR,1973,1974,1,1,-9,419498,122.5,0,3192.5,7024,2199.5,0.00183885,ISR,1973,1974,0,0,-9,3020816,156,97.5,11578,3327.5,1365.5,0.0032708,
355,1974,1974,2,2,6,6,1,1,RVN,1974,1974,0,0,-9,539000,980,0,136,19652,3870,0.0080251,CHN,1974,1974,1,1,-9,26800000,4300,21120,569099,910367,107750,0.1169184,
364,1974,1974,7,3,185,185,1,1,CHN,1974,1974,0,0,-9,26800000,4300,21120,569099,910367,107750,0.1169184,USR,1974,1974,0,0,-9,109000000,4100,136000,1484943,252131,85319,0.1678685,
1061,1974,1975,5,3,603,603,1,2,ISR,1974,1975,1,2,-9,3109877.5,177,67.5,11722,3416,1406,0.00321385,LEB,1974,1975,0,0,-9,132635,22,0,3558.5,2752,711.5,0.00052825,
1061,1974,1975,5,3,603,603,1,2,ISR,1974,1975,1,2,-9,3109877.5,177,67.5,11722,3416,1406,0.00321385,EGY,1974,1974,0,0,-9,3910043,410,408,13089,36172,12087,0.0089346,
1292,1974,1974,5,3,62,62,1,1,TUR,1974,1974,1,1,-9,1136713,574,1458,27243,39037,8799,0.0085078,GRC,1974,1974,1,1,-9,1049967,186,687,24509,8962,1748,0.0030408,
1293,1974,1974,1,2,33,33,1,2,TUR,1974,1974,1,2,-9,1136713,574,1458,27243,39037,8799,0.0085078,CYP,1974,1974,0,0,-9,18376,11,0,785,641,133,0.0001474,
1293,1974,1974,1,2,33,33,1,2,TUR,1974,1974,1,2,-9,1136713,574,1458,27243,39037,8799,0.0085078,GRC,1974,1974,0,0,-9,1049967,186,687,24509,8962,1748,0.0030408,
1382,1974,1975,5,3,421,421,1,3,UGA,1974,1975,1,1,-9,80792.5,25,10,2341.5,11360.5,441.5,0.00080585,TAZ,1974,1975,0,0,-9,91986.5,22.5,0,7148.5,15035,537,0.00105415,
1382,1974,1975,5,3,421,421,1,3,UGA,1974,1975,1,1,-9,80792.5,25,10,2341.5,11360.5,441.5,0.00080585,SUD,1974,1974,0,0,-9,112579,35,0,9581,15337,1129,0.0013374,
1382,1974,1975,5,3,421,421,1,3,UGA,1974,1975,1,1,-9,80792.5,25,10,2341.5,11360.5,441.5,0.00080585,ZAM,1974,1975,0,0,-9,60500,16,0,5665.5,4822,1289,0.00070315,
1384,1974,1974,8,3,15,15,1,1,SEN,1974,1974,1,4,-9,21572,7,0,1680,4852,942,0.000491,GAM,1974,1974,0,0,-9,0,0,0,75,510,0,2.29E-05,
1396,1974,1974,5,3,51,51,2,1,ZIM,1974,1974,0,0,-9,102017,15,500,6491,6080,844,0.0008184,ZAM,1974,1974,1,3,-9,59000,16,0,5576,4751,1267,0.0007019,
1396,1974,1974,5,3,51,51,2,1,SAF,1974,1974,0,0,-9,964228,45,5834,92472,24997,6492,0.0062764,ZAM,1974,1974,1,3,-9,59000,16,0,5576,4751,1267,0.0007019,
1411,1974,1975,5,3,215,186,1,1,MLI,1974,1975,1,1,-9,15270,8,0,1087,6100.5,374,0.00041005,BFO,1974,1975,0,0,-9,12167.5,5,0,1602,5542.5,127.5,0.00032415,
1427,1974,1974,5,3,3,3,1,1,SOM,1974,1974,1,1,-9,21445,30,0,1436,5293,259,0.0005024,ETH,1974,1974,0,0,-9,74879,45,0,8326,26782,1379,0.0018948,
1481,1974,1974,7,3,1,1,1,1,ICE,1974,1974,1,2,-9,0,0,0,292,215,0,1.44E-05,GFR,1974,1974,0,0,-9,13773862,475,53232,391526,62071,20356,0.0365603,
2112,1974,1975,6,3,414,414,1,1,IRQ,1974,1975,1,2,-9,1510328,132.5,0,9002,10944.5,5652,0.0033349,IRN,1974,1975,1,2,-9,5662915.5,347.5,1300,68976.5,32384.5,8248.5,0.00943615,
2136,1974,1975,8,3,114,87,1,1,UGA,1974,1975,0,0,-9,80792.5,25,10,2341.5,11360.5,441.5,0.00080585,UKG,1974,1975,0,0,-9,10603111,353.5,21210.5,348522.5,56231,34500.5,0.02830365,
2173,1974,1974,5,3,49,19,1,1,GRC,1974,1974,1,1,-9,1049967,186,687,24509,8962,1748,0.0030408,TUR,1974,1974,1,1,-9,1136713,574,1458,27243,39037,8799,0.0085078,
2191,1974,1974,5,3,156,156,1,1,PRK,1974,1974,1,3,-9,759512,470,2700,37865,15945,1802,0.0056933,ROK,1974,1974,1,3,-9,491971,634,1935,39087,34692,14924,0.0100161,
2713,1974,1974,5,3,31,1,1,2,CHN,1974,1974,1,2,-9,26800000,4300,21120,569099,910367,107750,0.1169184,MON,1974,1974,0,0,-9,90500,47,0,1555,1402,341,0.0004978,
2713,1974,1974,5,3,31,1,1,2,CHN,1974,1974,1,2,-9,26800000,4300,21120,569099,910367,107750,0.1169184,USR,1974,1974,0,0,-9,109000000,4100,136000,1484943,252131,85319,0.1678685,
2951,1974,1974,7,3,2,2,1,1,CUB,1974,1974,1,2,-9,282000,140,250,14384,9162,1956,0.0021379,USA,1974,1974,0,0,-9,85906000,2146,132196,2430725,213854,55736,0.1526986,
3174,1974,1974,5,3,27,27,1,1,USR,1974,1974,0,0,-9,109000000,4100,136000,1484943,252131,85319,0.1678685,ISR,1974,1974,1,2,-9,2919914,182,75,11835,3377,1373,0.0032497,
3217,1974,1974,5,3,5,5,1,3,RVN,1974,1974,1,2,-9,539000,980,0,136,19652,3870,0.0080251,PHI,1974,1974,0,0,-9,289035,90,0,22951,41106,6089,0.004159,
3217,1974,1974,5,3,5,5,1,3,RVN,1974,1974,1,2,-9,539000,980,0,136,19652,3870,0.0080251,CHN,1974,1974,0,0,-9,26800000,4300,21120,569099,910367,107750,0.1169184,
3217,1974,1974,5,3,5,5,1,3,RVN,1974,1974,1,2,-9,539000,980,0,136,19652,3870,0.0080251,TAW,1974,1974,0,0,-9,852631,493,519,5897,15852,6778,0.005839,
3227,1974,1974,5,3,12,12,1,1,SAF,1974,1974,1,2,-9,964228,45,5834,92472,24997,6492,0.0062764,ZAM,1974,1974,0,0,-9,59000,16,0,5576,4751,1267,0.0007019,
3438,1974,1975,5,1,500,500,1,1,SYR,1974,1975,1,1,-9,578640.5,180,0,3366.5,7260,2272,0.00223375,ISR,1974,1975,0,0,-9,3109877.5,177,67.5,11722,3416,1406,0.00321385,
356,1975,1975,7,2,4,4,1,1,CAM,1975,1975,1,2,-9,67008,62,0,1456,7098,415,0.0008241,USA,1975,1975,0,0,-9,90948000,2098,105897,2393766,215973,55728,0.1439478,
358,1975,1975,5,3,1,1,1,1,CHN,1975,1975,1,1,-9,28500000,4300,23900,654516,927808,111050,0.1186844,IND,1975,1975,1,1,-9,2660197,1670,7925,183353,602748,61453,0.0545971,
360,1975,1975,6,1,60,30,1,1,GUA,1975,1975,1,1,-9,42900,13,0,3425,6023,736,0.000563,UKG,1975,1975,0,0,-9,11475228,348,20098,342314,56226,34667,0.0280552,
619,1975,1976,1,1,200,200,1,1,ICE,1975,1976,1,2,-9,0,0,0,292,219,0,1.41E-05,UKG,1975,1976,0,0,-9,11275909,342.5,21186,346039,56221,34833.5,0.0277326,
1106,1975,1976,3,1,132,103,1,1,YPR,1975,1976,1,3,-9,47074,20,0,2345.5,1696,269,0.0003117,OMA,1975,1976,0,0,-9,741169,12,0,44.5,902,0,0.0004248,
1189,1975,1976,5,3,274,215,1,1,BRA,1975,1976,1,2,-9,1581793.5,452.5,8738.5,134967.5,109315,42944.5,0.0212825,GUY,1975,1976,0,0,-9,13000,3.5,0,331.5,787.5,0,6.57E-05,
1231,1975,1976,5,3,268,268,1,1,CAM,1975,1976,0,0,-9,33499.5,62,0,1448,7041,413.5,0.0008826,THI,1975,1976,0,0,-9,545890.5,227.5,255.5,22788,42414.5,3695.5,0.00461985,
1290,1975,1975,5,3,1,1,1,1,GRC,1975,1975,1,2,-9,1422740,185,721,26836,9047,1788,0.0031968,TUR,1975,1975,0,0,-9,2091123,584,1457,27893,40026,9133,0.0089989,
1331,1975,1975,5,3,1,1,1,3,ALG,1975,1975,1,2,-9,309322,80,126,12268,16018,2808,0.0021331,MAA,1975,1975,0,0,-9,27790,3,0,284,1371,0,9.27E-05,
1331,1975,1975,5,3,1,1,1,3,ALG,1975,1975,1,2,-9,309322,80,126,12268,16018,2808,0.0021331,MOR,1975,1975,0,0,-9,412831,75,1,6638,17006,5056,0.002516,
1331,1975,1975,5,3,1,1,1,3,ALG,1975,1975,1,2,-9,309322,80,126,12268,16018,2808,0.0021331,SPN,1975,1975,0,0,-9,1795321,375,11115,89898,35596,14006,0.0120049,
1334,1975,1975,5,3,9,9,1,1,ZIM,1975,1975,1,2,-9,116956,15,800,6165,6280,885,0.0009059,BOT,1975,1975,0,0,-9,0,1,0,341,712,0,4.19E-05,
1376,1975,1975,6,1,133,133,1,1,THI,1975,1975,0,0,-9,512193,227,236,21913,41869,4178,0.0046992,LAO,1975,1975,0,0,-9,19000,46,0,1699,3024,194,0.0004933,
1428,1975,1976,5,3,22,22,1,1,SOM,1975,1976,1,1,-9,24622.5,30.5,0,1520,5577,282,0.00051525,ETH,1975,1976,0,0,-9,126569.5,57.5,0,9954,31129.5,1500.5,0.0021678,
1430,1975,1977,5,3,781,781,2,1,ZAM,1976,1977,0,0,-9,69000,18.5,0,5880.5,5118,1377,0.00072005,ZIM,1975,1977,0,0,-9,154747.3333,16.33333333,756,6850,6376.666667,930.6666667,0.000917633,
1430,1975,1977,5,3,781,781,2,1,MZM,1975,1977,1,3,-9,45585.66667,22.33333333,0,9771.333333,9323.333333,577,0.000821967,ZIM,1975,1977,0,0,-9,154747.3333,16.33333333,756,6850,6376.666667,930.6666667,0.000917633,
1435,1975,1979,1,2,1361,1361,1,1,DRV,1975,1979,1,3,-9,-9,641,154,10709.4,45498,5167.4,0.00847676,CAM,1975,1979,0,0,-9,13394.4,54.8,0,1370.6,6819.6,398.2,0.00083762,
1441,1975,1988,5,3,4779,4749,3,2,SAF,1975,1988,1,3,-9,2476719.429,79.35714286,8121.214286,142280.4286,30402.78571,8421.857143,0.007725343,ANG,1975,1988,0,0,-9,507263.2857,56.5,8.928571429,5313.642857,7336.5,990.0714286,0.001016171,
1441,1975,1988,5,3,4779,4749,3,2,ZAI,1975,1978,1,3,-9,82647.25,54,0,8097.75,23664.75,5224.25,0.00248885,ANG,1975,1988,0,0,-9,507263.2857,56.5,8.928571429,5313.642857,7336.5,990.0714286,0.001016171,
